Entity,Code,Year, (constant 2011 international $)
Latin America & Caribbean,,1998,482.1094607
Latin America & Caribbean,,1999,506.3339352
Latin America & Caribbean,,2000,521.455778
Latin America & Caribbean,,2001,547.3573921
Latin America & Caribbean,,2002,546.1271298
Latin America & Caribbean,,2003,572.1235523
Latin America & Caribbean,,2004,615.9957081
Latin America & Caribbean,,2005,712.9077448
Latin America & Caribbean,,2006,765.5127711
Latin America & Caribbean,,2007,834.0491566
Latin America & Caribbean,,2008,878.4994999
Latin America & Caribbean,,2009,949.5036588
Latin America & Caribbean,,2010,954.5078014
Latin America & Caribbean,,2011,985.4853176
Latin America & Caribbean,,2012,1021.351625
Latin America & Caribbean,,2013,1076.331364
Latin America & Caribbean,,2014,1109.742605
Latin America & Caribbean (IDA & IBRD),,1995,429.7012165
Latin America & Caribbean (IDA & IBRD),,1996,445.5376572
Latin America & Caribbean (IDA & IBRD),,1997,471.9391148
Latin America & Caribbean (IDA & IBRD),,1998,482.6731061
Latin America & Caribbean (IDA & IBRD),,1999,506.279722
Latin America & Caribbean (IDA & IBRD),,2000,520.6617008
Latin America & Caribbean (IDA & IBRD),,2001,546.0875158
Latin America & Caribbean (IDA & IBRD),,2002,543.9797017
Latin America & Caribbean (IDA & IBRD),,2003,570.1686901
Latin America & Caribbean (IDA & IBRD),,2004,614.2075525
Latin America & Caribbean (IDA & IBRD),,2005,702.5719878
Latin America & Caribbean (IDA & IBRD),,2006,757.613043
Latin America & Caribbean (IDA & IBRD),,2007,816.318861
Latin America & Caribbean (IDA & IBRD),,2008,858.5111509
Latin America & Caribbean (IDA & IBRD),,2009,927.0497772
Latin America & Caribbean (IDA & IBRD),,2010,936.5448321
Latin America & Caribbean (IDA & IBRD),,2011,965.2816123
Latin America & Caribbean (IDA & IBRD),,2012,1007.764032
Latin America & Caribbean (IDA & IBRD),,2013,1058.60191
Latin America & Caribbean (IDA & IBRD),,2014,1083.666748
Latin America & Caribbean (excluding high income),,1995,424.2112628
Latin America & Caribbean (excluding high income),,1996,439.8526715
Latin America & Caribbean (excluding high income),,1997,467.0727076
Latin America & Caribbean (excluding high income),,1998,476.0888504
Latin America & Caribbean (excluding high income),,1999,501.5321723
Latin America & Caribbean (excluding high income),,2000,516.2113961
Latin America & Caribbean (excluding high income),,2001,542.1662733
Latin America & Caribbean (excluding high income),,2002,540.4283787
Latin America & Caribbean (excluding high income),,2003,563.5562174
Latin America & Caribbean (excluding high income),,2004,604.5537583
Latin America & Caribbean (excluding high income),,2005,703.4600242
Latin America & Caribbean (excluding high income),,2006,754.170311
Latin America & Caribbean (excluding high income),,2007,823.5357438
Latin America & Caribbean (excluding high income),,2008,867.4597556
Latin America & Caribbean (excluding high income),,2009,937.0975425
Latin America & Caribbean (excluding high income),,2010,940.3282585
Latin America & Caribbean (excluding high income),,2011,967.6759354
Latin America & Caribbean (excluding high income),,2012,1000.27406
Latin America & Caribbean (excluding high income),,2013,1053.140943
Latin America & Caribbean (excluding high income),,2014,1084.933801
Latvia,LVA,1995,221.1225075
Latvia,LVA,1996,250.0874595
Latvia,LVA,1997,285.5933466
Latvia,LVA,1998,310.2216783
Latvia,LVA,1999,333.8082407
Latvia,LVA,2000,335.7754916
Latvia,LVA,2001,382.7575012
Latvia,LVA,2002,435.41348
Latvia,LVA,2003,463.6157556
Latvia,LVA,2004,544.7477366
Latvia,LVA,2005,593.6915751
Latvia,LVA,2006,733.3580083
Latvia,LVA,2007,867.6950334
Latvia,LVA,2008,866.3152938
Latvia,LVA,2009,802.2451759
Latvia,LVA,2010,804.8794977
Latvia,LVA,2011,830.8621077
Latvia,LVA,2012,869.7877289
Latvia,LVA,2013,894.618333
Latvia,LVA,2014,940.3024392
Least developed countries: UN classification,,1995,37.99703047
Least developed countries: UN classification,,1996,38.84893708
Least developed countries: UN classification,,1997,39.12557908
Least developed countries: UN classification,,1998,42.26093521
Least developed countries: UN classification,,1999,43.00211967
Least developed countries: UN classification,,2000,43.71535773
Least developed countries: UN classification,,2001,49.30422545
Least developed countries: UN classification,,2002,52.73357442
Least developed countries: UN classification,,2003,58.08819153
Least developed countries: UN classification,,2004,63.05593367
Least developed countries: UN classification,,2005,67.64551387
Least developed countries: UN classification,,2006,77.24128576
Least developed countries: UN classification,,2007,79.2255111
Least developed countries: UN classification,,2008,88.40006315
Least developed countries: UN classification,,2009,94.47619314
Least developed countries: UN classification,,2010,99.66878209
Least developed countries: UN classification,,2011,102.4561446
Least developed countries: UN classification,,2012,104.4415362
Least developed countries: UN classification,,2013,108.8514274
Least developed countries: UN classification,,2014,111.2914167
Lebanon,LBN,1995,1065.023654
Lebanon,LBN,1996,1204.867856
Lebanon,LBN,1997,1217.385184
Lebanon,LBN,1998,1110.260581
Lebanon,LBN,1999,1051.724813
Lebanon,LBN,2000,1061.172726
Lebanon,LBN,2001,1088.135611
Lebanon,LBN,2002,1003.509071
Lebanon,LBN,2003,918.6070356
Lebanon,LBN,2004,946.7977032
Lebanon,LBN,2005,918.925928
Lebanon,LBN,2006,991.8583474
Lebanon,LBN,2007,1115.47745
Lebanon,LBN,2008,1118.261041
Lebanon,LBN,2009,1123.468295
Lebanon,LBN,2010,1146.906978
Lebanon,LBN,2011,1117.351226
Lebanon,LBN,2012,1085.665973
Lebanon,LBN,2013,1033.010427
Lebanon,LBN,2014,987.3853296
Lesotho,LSO,1995,79.75557118
Lesotho,LSO,1996,84.61935518
Lesotho,LSO,1997,79.2790224
Lesotho,LSO,1998,82.217476
Lesotho,LSO,1999,81.89648075
Lesotho,LSO,2000,89.28313858
Lesotho,LSO,2001,102.7936231
Lesotho,LSO,2002,95.55944167
Lesotho,LSO,2003,104.5637296
Lesotho,LSO,2004,106.6136124
Lesotho,LSO,2005,101.4413826
Lesotho,LSO,2006,122.3302731
Lesotho,LSO,2007,155.3096766
Lesotho,LSO,2008,173.5389041
Lesotho,LSO,2009,198.228635
Lesotho,LSO,2010,237.78843
Lesotho,LSO,2011,270.8284156
Lesotho,LSO,2012,270.4230396
Lesotho,LSO,2013,281.7028039
Lesotho,LSO,2014,276.0419317
Liberia,LBR,1998,15.6648731
Liberia,LBR,1999,18.58440422
Liberia,LBR,2000,22.18496096
Liberia,LBR,2001,28.95187595
Liberia,LBR,2002,32.06361596
Liberia,LBR,2003,13.68047553
Liberia,LBR,2004,33.39454551
Liberia,LBR,2005,33.65925069
Liberia,LBR,2006,49.92388994
Liberia,LBR,2007,53.48293647
Liberia,LBR,2008,66.78454272
Liberia,LBR,2009,89.53313312
Liberia,LBR,2010,80.05559984
Liberia,LBR,2011,81.88426596
Liberia,LBR,2012,81.13406016
Liberia,LBR,2013,83.65994451
Liberia,LBR,2014,98.28589164
Libya,LBY,1995,611.4229829
Libya,LBY,1996,614.0196665
Libya,LBY,1997,652.8418771
Libya,LBY,1998,705.2855693
Libya,LBY,1999,678.0051636
Libya,LBY,2000,698.9129634
Libya,LBY,2001,810.8146681
Libya,LBY,2002,853.7272089
Libya,LBY,2003,847.4284583
Libya,LBY,2004,693.7427183
Libya,LBY,2005,602.8518107
Libya,LBY,2006,602.5547414
Libya,LBY,2007,605.8706075
Libya,LBY,2008,555.4529362
Libya,LBY,2009,955.5200848
Libya,LBY,2010,942.5384562
Libya,LBY,2011,617.8128303
Libya,LBY,2012,1148.51074
Libya,LBY,2013,911.4300985
Libya,LBY,2014,806.2257448
Lithuania,LTU,1995,332.1487476
Lithuania,LTU,1996,371.1664023
Lithuania,LTU,1997,418.4396117
Lithuania,LTU,1998,485.0719531
Lithuania,LTU,1999,495.5223603
Lithuania,LTU,2000,558.2385355
Lithuania,LTU,2001,600.8403895
Lithuania,LTU,2002,682.484563
Lithuania,LTU,2003,786.4823648
Lithuania,LTU,2004,747.0783256
Lithuania,LTU,2005,846.9531222
Lithuania,LTU,2006,1032.694858
Lithuania,LTU,2007,1179.896307
Lithuania,LTU,2008,1356.639506
Lithuania,LTU,2009,1359.388446
Lithuania,LTU,2010,1387.533516
Lithuania,LTU,2011,1532.119299
Lithuania,LTU,2012,1583.971811
Lithuania,LTU,2013,1668.16169
Lithuania,LTU,2014,1718.02329
Low & middle income,,1995,130.9645328
Low & middle income,,1996,139.5280217
Low & middle income,,1997,153.332484
Low & middle income,,1998,159.2954711
Low & middle income,,1999,166.9866546
Low & middle income,,2000,176.328182
Low & middle income,,2001,190.6175736
Low & middle income,,2002,201.3912822
Low & middle income,,2003,218.312532
Low & middle income,,2004,236.0596375
Low & middle income,,2005,264.863741
Low & middle income,,2006,291.2307146
Low & middle income,,2007,320.359403
Low & middle income,,2008,355.1042418
Low & middle income,,2009,397.7447842
Low & middle income,,2010,406.3747899
Low & middle income,,2011,432.3931237
Low & middle income,,2012,465.9210695
Low & middle income,,2013,499.1791838
Low & middle income,,2014,529.4789291
Low income,,1995,31.87718927
Low income,,1996,33.05873367
Low income,,1997,34.64265498
Low income,,1998,36.8967202
Low income,,1999,38.28669684
Low income,,2000,41.9398023
Low income,,2001,44.88622196
Low income,,2002,49.11883971
Low income,,2003,51.49700467
Low income,,2004,55.84098467
Low income,,2005,59.49223137
Low income,,2006,66.67672316
Low income,,2007,66.20198622
Low income,,2008,69.72847004
Low income,,2009,73.99386264
Low income,,2010,84.55747507
Low income,,2011,88.74047592
Low income,,2012,86.41665107
Low income,,2013,88.08214822
Low income,,2014,92.01608347
Lower middle income,,1995,80.48229698
Lower middle income,,1996,84.86089225
Lower middle income,,1997,90.29750884
Lower middle income,,1998,94.80698498
Lower middle income,,1999,97.02310842
Lower middle income,,2000,100.6832658
Lower middle income,,2001,111.5257504
Lower middle income,,2002,114.5599773
Lower middle income,,2003,128.0808258
Lower middle income,,2004,137.7199054
Lower middle income,,2005,152.7434393
Lower middle income,,2006,166.3471971
Lower middle income,,2007,184.6663171
Lower middle income,,2008,192.5491248
Lower middle income,,2009,206.7498911
Lower middle income,,2010,205.9598019
Lower middle income,,2011,219.9348158
Lower middle income,,2012,235.9725289
Lower middle income,,2013,256.0206863
Lower middle income,,2014,271.8627095
Luxembourg,LUX,1995,2188.850598
Luxembourg,LUX,1996,2292.585266
Luxembourg,LUX,1997,2303.113462
Luxembourg,LUX,1998,2465.595257
Luxembourg,LUX,1999,2882.623036
Luxembourg,LUX,2000,4044.099036
Luxembourg,LUX,2001,4015.260428
Luxembourg,LUX,2002,4778.597792
Luxembourg,LUX,2003,4698.789074
Luxembourg,LUX,2004,5365.902537
Luxembourg,LUX,2005,5475.087229
Luxembourg,LUX,2006,6131.899862
Luxembourg,LUX,2007,5792.581863
Luxembourg,LUX,2008,6255.323734
Luxembourg,LUX,2009,6449.559358
Luxembourg,LUX,2010,6519.847118
Luxembourg,LUX,2011,6701.889122
Luxembourg,LUX,2012,6541.348173
Luxembourg,LUX,2013,6566.087089
Luxembourg,LUX,2014,6812.080348
Macedonia,MKD,1995,418.8818431
Macedonia,MKD,1996,441.6178398
Macedonia,MKD,1997,475.6741372
Macedonia,MKD,1998,545.6948516
Macedonia,MKD,1999,489.3716108
Macedonia,MKD,2000,532.0878851
Macedonia,MKD,2001,514.3342261
Macedonia,MKD,2002,574.9433824
Macedonia,MKD,2003,612.9399563
Macedonia,MKD,2004,623.9386857
Macedonia,MKD,2005,653.0336022
Macedonia,MKD,2006,697.4322228
Macedonia,MKD,2007,667.3648342
Macedonia,MKD,2008,739.3357452
Macedonia,MKD,2009,761.8170013
Macedonia,MKD,2010,797.4704366
Macedonia,MKD,2011,769.6198495
Macedonia,MKD,2012,803.0028492
Macedonia,MKD,2013,757.300451
Macedonia,MKD,2014,851.1526567
Madagascar,MDG,1995,41.55959896
Madagascar,MDG,1996,46.54555874
Madagascar,MDG,1997,50.33871589
Madagascar,MDG,1998,48.31561471
Madagascar,MDG,1999,50.22857323
Madagascar,MDG,2000,58.23268813
Madagascar,MDG,2001,62.33640111
Madagascar,MDG,2002,54.88919924
Madagascar,MDG,2003,54.2230147
Madagascar,MDG,2004,57.81357573
Madagascar,MDG,2005,62.38910781
Madagascar,MDG,2006,66.68191258
Madagascar,MDG,2007,68.91424403
Madagascar,MDG,2008,66.00689973
Madagascar,MDG,2009,64.89127922
Madagascar,MDG,2010,66.26698187
Madagascar,MDG,2011,58.09751877
Madagascar,MDG,2012,48.34825107
Madagascar,MDG,2013,58.64733798
Madagascar,MDG,2014,43.70476778
Malawi,MWI,1995,22.13939492
Malawi,MWI,1996,21.71362958
Malawi,MWI,1997,24.95879762
Malawi,MWI,1998,27.21829477
Malawi,MWI,1999,32.71833492
Malawi,MWI,2000,30.7742808
Malawi,MWI,2001,24.34930452
Malawi,MWI,2002,23.29901167
Malawi,MWI,2003,32.17386179
Malawi,MWI,2004,41.59276487
Malawi,MWI,2005,45.09145268
Malawi,MWI,2006,50.56483851
Malawi,MWI,2007,57.17483037
Malawi,MWI,2008,70.4315707
Malawi,MWI,2009,71.43527296
Malawi,MWI,2010,73.76398658
Malawi,MWI,2011,88.5435965
Malawi,MWI,2012,91.98897678
Malawi,MWI,2013,86.60257164
Malawi,MWI,2014,93.48208694
Malaysia,MYS,1995,303.3105786
Malaysia,MYS,1996,327.6773776
Malaysia,MYS,1997,323.9730315
Malaysia,MYS,1998,317.9314909
Malaysia,MYS,1999,346.5950537
Malaysia,MYS,2000,377.8065598
Malaysia,MYS,2001,425.4238363
Malaysia,MYS,2002,447.0499615
Malaysia,MYS,2003,549.8537614
Malaysia,MYS,2004,560.9738817
Malaysia,MYS,2005,526.4585048
Malaysia,MYS,2006,624.7113969
Malaysia,MYS,2007,660.9010146
Malaysia,MYS,2008,668.4281923
Malaysia,MYS,2009,746.7477342
Malaysia,MYS,2010,801.9528073
Malaysia,MYS,2011,825.5083067
Malaysia,MYS,2012,901.8176385
Malaysia,MYS,2013,945.7361324
Malaysia,MYS,2014,1040.232793
Maldives,MDV,1995,154.965483
Maldives,MDV,1996,178.0455211
Maldives,MDV,1997,196.7567724
Maldives,MDV,1998,252.6833767
Maldives,MDV,1999,264.8765612
Maldives,MDV,2000,301.9290142
Maldives,MDV,2001,334.0449751
Maldives,MDV,2002,349.4177307
Maldives,MDV,2003,407.9605856
Maldives,MDV,2004,471.2277683
Maldives,MDV,2005,713.2263554
Maldives,MDV,2006,670.8269247
Maldives,MDV,2007,674.8995221
Maldives,MDV,2008,1051.11205
Maldives,MDV,2009,968.6739711
Maldives,MDV,2010,888.1626354
Maldives,MDV,2011,1009.757218
Maldives,MDV,2012,1156.968838
Maldives,MDV,2013,1513.39705
Maldives,MDV,2014,1995.842255
Mali,MLI,1995,43.9324028
Mali,MLI,1996,65.1248839
Mali,MLI,1997,63.25156804
Mali,MLI,1998,60.2521898
Mali,MLI,1999,62.97421264
Mali,MLI,2000,64.44776307
Mali,MLI,2001,76.30685186
Mali,MLI,2002,64.33308903
Mali,MLI,2003,68.61108664
Mali,MLI,2004,74.09065387
Mali,MLI,2005,80.18927412
Mali,MLI,2006,86.8998321
Mali,MLI,2007,95.73532231
Mali,MLI,2008,95.78012205
Mali,MLI,2009,99.20487992
Mali,MLI,2010,95.47477221
Mali,MLI,2011,102.3931851
Mali,MLI,2012,101.1760025
Mali,MLI,2013,99.17748647
Mali,MLI,2014,108.0998983
Malta,MLT,1995,898.4832191
Malta,MLT,1996,927.4341317
Malta,MLT,1997,1016.309019
Malta,MLT,1998,1098.739465
Malta,MLT,1999,1151.297343
Malta,MLT,2000,1337.834877
Malta,MLT,2001,1355.495761
Malta,MLT,2002,1587.38668
Malta,MLT,2003,1687.558309
Malta,MLT,2004,1818.219417
Malta,MLT,2005,1993.76804
Malta,MLT,2006,2120.484226
Malta,MLT,2007,2092.233012
Malta,MLT,2008,2191.617117
Malta,MLT,2009,2280.101264
Malta,MLT,2010,2372.935794
Malta,MLT,2011,2798.538555
Malta,MLT,2012,2959.790927
Malta,MLT,2013,3054.572611
Malta,MLT,2014,3071.627651
Marshall Islands,MHL,1995,785.4569376
Marshall Islands,MHL,1996,449.722334
Marshall Islands,MHL,1997,441.6389815
Marshall Islands,MHL,1998,400.3191893
Marshall Islands,MHL,1999,388.6547155
Marshall Islands,MHL,2000,509.4685613
Marshall Islands,MHL,2001,467.9527896
Marshall Islands,MHL,2002,456.7339409
Marshall Islands,MHL,2003,451.1137177
Marshall Islands,MHL,2004,489.4961008
Marshall Islands,MHL,2005,508.5668775
Marshall Islands,MHL,2006,607.3267914
Marshall Islands,MHL,2007,664.6652671
Marshall Islands,MHL,2008,631.7706821
Marshall Islands,MHL,2009,608.9510267
Marshall Islands,MHL,2010,597.1240371
Marshall Islands,MHL,2011,603.028426
Marshall Islands,MHL,2012,620.7890145
Marshall Islands,MHL,2013,670.821403
Marshall Islands,MHL,2014,679.5675865
Mauritania,MRT,1995,96.17765515
Mauritania,MRT,1996,80.97211814
Mauritania,MRT,1997,80.25773653
Mauritania,MRT,1998,95.5686406
Mauritania,MRT,1999,117.0068413
Mauritania,MRT,2000,113.9117034
Mauritania,MRT,2001,95.09831687
Mauritania,MRT,2002,115.3704464
Mauritania,MRT,2003,103.119107
Mauritania,MRT,2004,112.9768835
Mauritania,MRT,2005,110.3937569
Mauritania,MRT,2006,100.3576799
Mauritania,MRT,2007,113.7192475
Mauritania,MRT,2008,104.2679376
Mauritania,MRT,2009,118.9862779
Mauritania,MRT,2010,106.5406016
Mauritania,MRT,2011,96.85331914
Mauritania,MRT,2012,119.3428677
Mauritania,MRT,2013,134.9729178
Mauritania,MRT,2014,148.1075193
Mauritius,MUS,1995,238.1086368
Mauritius,MUS,1996,246.3563968
Mauritius,MUS,1997,262.0975295
Mauritius,MUS,1998,282.0017605
Mauritius,MUS,1999,283.9442184
Mauritius,MUS,2000,340.8216355
Mauritius,MUS,2001,362.6248706
Mauritius,MUS,2002,409.2757862
Mauritius,MUS,2003,421.0858947
Mauritius,MUS,2004,470.9304421
Mauritius,MUS,2005,509.7647226
Mauritius,MUS,2006,532.6709092
Mauritius,MUS,2007,558.4731243
Mauritius,MUS,2008,649.4550405
Mauritius,MUS,2009,724.8408885
Mauritius,MUS,2010,809.3564592
Mauritius,MUS,2011,812.5349442
Mauritius,MUS,2012,804.5865808
Mauritius,MUS,2013,851.4522481
Mauritius,MUS,2014,896.1581696
Mexico,MEX,1995,377.8997402
Mexico,MEX,1996,362.1724705
Mexico,MEX,1997,398.2259482
Mexico,MEX,1998,424.6414876
Mexico,MEX,1999,460.698683
Mexico,MEX,2000,499.7908418
Mexico,MEX,2001,542.7821539
Mexico,MEX,2002,573.5220269
Mexico,MEX,2003,655.2842564
Mexico,MEX,2004,703.4184199
Mexico,MEX,2005,750.3768521
Mexico,MEX,2006,792.1867265
Mexico,MEX,2007,841.1228725
Mexico,MEX,2008,899.8503759
Mexico,MEX,2009,956.593908
Mexico,MEX,2010,974.85532
Mexico,MEX,2011,995.9082451
Mexico,MEX,2012,1051.515253
Mexico,MEX,2013,1070.122813
Mexico,MEX,2014,1121.988778
Micronesia (country),FSM,1995,212.5325045
Micronesia (country),FSM,1996,196.2871506
Micronesia (country),FSM,1997,168.8876692
Micronesia (country),FSM,1998,157.524171
Micronesia (country),FSM,1999,177.5519117
Micronesia (country),FSM,2000,197.6792476
Micronesia (country),FSM,2001,224.7464918
Micronesia (country),FSM,2002,214.4198953
Micronesia (country),FSM,2003,270.1275753
Micronesia (country),FSM,2004,294.7568405
Micronesia (country),FSM,2005,356.2564325
Micronesia (country),FSM,2006,362.4722815
Micronesia (country),FSM,2007,368.7124883
Micronesia (country),FSM,2008,397.0197939
Micronesia (country),FSM,2009,421.2746109
Micronesia (country),FSM,2010,452.0257605
Micronesia (country),FSM,2011,467.2059905
Micronesia (country),FSM,2012,444.7506964
Micronesia (country),FSM,2013,451.8119027
Micronesia (country),FSM,2014,472.6489554
Middle East & North Africa,,1995,339.5366017
Middle East & North Africa,,1996,353.0123891
Middle East & North Africa,,1997,383.9540456
Middle East & North Africa,,1998,420.6894916
Middle East & North Africa,,1999,438.2396034
Middle East & North Africa,,2000,455.8758749
Middle East & North Africa,,2001,507.3303321
Middle East & North Africa,,2002,536.6635777
Middle East & North Africa,,2003,517.4222159
Middle East & North Africa,,2004,544.7055192
Middle East & North Africa,,2005,562.3069128
Middle East & North Africa,,2006,589.1984174
Middle East & North Africa,,2007,625.6240855
Middle East & North Africa,,2008,649.0057917
Middle East & North Africa,,2009,817.7014765
Middle East & North Africa,,2010,806.3678115
Middle East & North Africa,,2011,817.4538195
Middle East & North Africa,,2012,875.4915064
Middle East & North Africa,,2013,904.917954
Middle East & North Africa,,2014,957.0651958
Middle East & North Africa (IDA & IBRD),,1995,234.8145943
Middle East & North Africa (IDA & IBRD),,1996,247.1263696
Middle East & North Africa (IDA & IBRD),,1997,272.676651
Middle East & North Africa (IDA & IBRD),,1998,296.8874156
Middle East & North Africa (IDA & IBRD),,1999,307.0192272
Middle East & North Africa (IDA & IBRD),,2000,323.7414933
Middle East & North Africa (IDA & IBRD),,2001,364.3137526
Middle East & North Africa (IDA & IBRD),,2002,398.9218085
Middle East & North Africa (IDA & IBRD),,2003,385.597044
Middle East & North Africa (IDA & IBRD),,2004,417.3738958
Middle East & North Africa (IDA & IBRD),,2005,438.0356349
Middle East & North Africa (IDA & IBRD),,2006,455.2544586
Middle East & North Africa (IDA & IBRD),,2007,484.7216759
Middle East & North Africa (IDA & IBRD),,2008,521.6468006
Middle East & North Africa (IDA & IBRD),,2009,640.4599016
Middle East & North Africa (IDA & IBRD),,2010,653.5023914
Middle East & North Africa (IDA & IBRD),,2011,649.7646224
Middle East & North Africa (IDA & IBRD),,2012,690.7666298
Middle East & North Africa (IDA & IBRD),,2013,692.8872121
Middle East & North Africa (IDA & IBRD),,2014,710.910707
Middle East & North Africa (excluding high income),,1995,234.8145943
Middle East & North Africa (excluding high income),,1996,247.1263696
Middle East & North Africa (excluding high income),,1997,272.676651
Middle East & North Africa (excluding high income),,1998,296.8874156
Middle East & North Africa (excluding high income),,1999,307.0192272
Middle East & North Africa (excluding high income),,2000,323.7414933
Middle East & North Africa (excluding high income),,2001,364.3137526
Middle East & North Africa (excluding high income),,2002,398.9218085
Middle East & North Africa (excluding high income),,2003,385.597044
Middle East & North Africa (excluding high income),,2004,417.3738958
Middle East & North Africa (excluding high income),,2005,438.0356349
Middle East & North Africa (excluding high income),,2006,455.2544586
Middle East & North Africa (excluding high income),,2007,484.7216759
Middle East & North Africa (excluding high income),,2008,521.6468006
Middle East & North Africa (excluding high income),,2009,640.4599016
Middle East & North Africa (excluding high income),,2010,653.5023914
Middle East & North Africa (excluding high income),,2011,649.7646224
Middle East & North Africa (excluding high income),,2012,690.7666298
Middle East & North Africa (excluding high income),,2013,692.8872121
Middle East & North Africa (excluding high income),,2014,710.910707
Middle income,,1995,138.5138685
Middle income,,1996,147.7540063
Middle income,,1997,162.4788697
Middle income,,1998,168.9825865
Middle income,,1999,177.3405168
Middle income,,2000,187.6808072
Middle income,,2001,203.0631934
Middle income,,2002,215.1891448
Middle income,,2003,233.5828822
Middle income,,2004,252.8340928
Middle income,,2005,284.2542267
Middle income,,2006,312.7651205
Middle income,,2007,345.1744248
Middle income,,2008,383.3916583
Middle income,,2009,430.1479142
Middle income,,2010,439.064294
Middle income,,2011,467.7295862
Middle income,,2012,506.2463426
Middle income,,2013,543.4828143
Middle income,,2014,577.293662
Moldova,MDA,1995,145.0056616
Moldova,MDA,1996,159.2430426
Moldova,MDA,1997,151.926792
Moldova,MDA,1998,142.9381193
Moldova,MDA,1999,103.7344036
Moldova,MDA,2000,122.6405326
Moldova,MDA,2001,140.3105555
Moldova,MDA,2002,182.8311868
Moldova,MDA,2003,197.4579817
Moldova,MDA,2004,225.2340165
Moldova,MDA,2005,270.0678925
Moldova,MDA,2006,339.6226519
Moldova,MDA,2007,369.014046
Moldova,MDA,2008,426.1763744
Moldova,MDA,2009,442.4036399
Moldova,MDA,2010,464.4037123
Moldova,MDA,2011,443.4117405
Moldova,MDA,2012,501.6483238
Moldova,MDA,2013,471.6599687
Moldova,MDA,2014,514.2101995
Monaco,MCO,1995,2388.673586
Monaco,MCO,1996,2379.845247
Monaco,MCO,1997,2603.389486
Monaco,MCO,1998,2656.864569
Monaco,MCO,1999,3005.027274
Monaco,MCO,2000,3091.314716
Monaco,MCO,2001,3296.526562
Monaco,MCO,2002,3509.722358
Monaco,MCO,2003,3965.590972
Monaco,MCO,2004,4191.984233
Monaco,MCO,2005,4347.88161
Monaco,MCO,2006,4411.081374
Monaco,MCO,2007,4544.968541
Monaco,MCO,2008,4945.696211
Monaco,MCO,2009,5099.47816
Monaco,MCO,2010,5313.618554
Monaco,MCO,2011,5604.514366
Monaco,MCO,2012,5794.630995
Monaco,MCO,2013,6168.490802
Monaco,MCO,2014,7301.914346
Mongolia,MNG,1995,97.50558722
Mongolia,MNG,1996,113.3910484
Mongolia,MNG,1997,122.1389086
Mongolia,MNG,1998,140.1121086
Mongolia,MNG,1999,145.357644
Mongolia,MNG,2000,181.6446004
Mongolia,MNG,2001,209.9805174
Mongolia,MNG,2002,235.6074646
Mongolia,MNG,2003,270.5543662
Mongolia,MNG,2004,295.0440861
Mongolia,MNG,2005,273.8284626
Mongolia,MNG,2006,278.1807491
Mongolia,MNG,2007,336.4459733
Mongolia,MNG,2008,405.6802319
Mongolia,MNG,2009,377.0728155
Mongolia,MNG,2010,354.7430705
Mongolia,MNG,2011,395.9618496
Mongolia,MNG,2012,421.3681159
Mongolia,MNG,2013,468.0271142
Mongolia,MNG,2014,565.0702475
Montenegro,MNE,1995,441.1367481
Montenegro,MNE,1996,421.6330009
Montenegro,MNE,1997,431.6816409
Montenegro,MNE,1998,460.555622
Montenegro,MNE,1999,429.4597795
Montenegro,MNE,2000,477.195436
Montenegro,MNE,2001,555.2159044
Montenegro,MNE,2002,581.4580287
Montenegro,MNE,2003,649.249382
Montenegro,MNE,2004,659.1660418
Montenegro,MNE,2005,708.8686957
Montenegro,MNE,2006,840.2796408
Montenegro,MNE,2007,838.0340491
Montenegro,MNE,2008,850.0033706
Montenegro,MNE,2009,794.4318486
Montenegro,MNE,2010,916.8979996
Montenegro,MNE,2011,970.6341267
Montenegro,MNE,2012,979.6898021
Montenegro,MNE,2013,903.2434836
Montenegro,MNE,2014,888.1673619
Morocco,MAR,1995,99.14630645
Morocco,MAR,1996,110.5610366
Morocco,MAR,1997,117.1195462
Morocco,MAR,1998,132.9270073
Morocco,MAR,1999,136.4730969
Morocco,MAR,2000,147.1085183
Morocco,MAR,2001,170.0467838
Morocco,MAR,2002,211.2839356
Morocco,MAR,2003,224.5619295
Morocco,MAR,2004,237.9104231
Morocco,MAR,2005,242.882792
Morocco,MAR,2006,276.3718479
Morocco,MAR,2007,301.6893791
Morocco,MAR,2008,317.7417176
Morocco,MAR,2009,346.8794003
Morocco,MAR,2010,277.9565277
Morocco,MAR,2011,401.8339651
Morocco,MAR,2012,425.1429937
Morocco,MAR,2013,428.7952164
Morocco,MAR,2014,446.6397424
Mozambique,MOZ,1995,18.04241166
Mozambique,MOZ,1996,15.46063499
Mozambique,MOZ,1997,18.23232046
Mozambique,MOZ,1998,19.41972388
Mozambique,MOZ,1999,24.28309686
Mozambique,MOZ,2000,28.48275432
Mozambique,MOZ,2001,29.01478806
Mozambique,MOZ,2002,35.58289563
Mozambique,MOZ,2003,37.03239195
Mozambique,MOZ,2004,37.17365605
Mozambique,MOZ,2005,47.04905304
Mozambique,MOZ,2006,47.51974814
Mozambique,MOZ,2007,40.95295771
Mozambique,MOZ,2008,40.37459561
Mozambique,MOZ,2009,46.41985954
Mozambique,MOZ,2010,48.28691073
Mozambique,MOZ,2011,59.64158805
Mozambique,MOZ,2012,56.55687427
Mozambique,MOZ,2013,63.30543391
Mozambique,MOZ,2014,79.32069416
Myanmar,MMR,1995,13.18729388
Myanmar,MMR,1996,13.95309963
